t,pow,rpm
1.06e+03,3.23,7.41e+03
1.06e+03,3.23,7.41e+03
1.06e+03,3.23,7.4e+03
1.06e+03,3.27,7.39e+03
1.06e+03,3.25,7.39e+03
1.06e+03,3.23,7.39e+03
1.06e+03,3.24,7.38e+03
1.06e+03,3.24,7.39e+03
1.06e+03,3.23,7.39e+03
1.06e+03,3.25,7.39e+03
1.06e+03,3.24,7.39e+03
1.07e+03,3.26,7.39e+03
1.07e+03,3.22,7.39e+03
1.07e+03,3.25,7.4e+03
1.07e+03,3.26,7.39e+03
1.07e+03,3.24,7.39e+03
1.07e+03,3.24,7.39e+03
1.07e+03,3.23,7.39e+03
1.07e+03,3.23,7.38e+03
1.07e+03,3.22,7.38e+03
1.08e+03,3.28,7.38e+03
1.08e+03,3.24,7.4e+03
1.08e+03,3.24,7.41e+03
1.08e+03,3.24,7.41e+03
1.08e+03,3.25,7.4e+03
1.08e+03,3.21,7.4e+03
1.08e+03,3.06,7.4e+03
1.08e+03,3.07,7.39e+03
1.08e+03,3.07,7.38e+03
1.08e+03,3.05,7.37e+03
1.08e+03,3.09,7.37e+03
1.09e+03,3.07,7.38e+03
1.09e+03,3.06,7.38e+03
1.09e+03,3.07,7.37e+03
1.09e+03,3.08,7.37e+03
1.09e+03,3.05,7.38e+03
1.09e+03,3.09,7.38e+03
1.09e+03,3.08,7.38e+03
1.09e+03,3.09,7.38e+03
1.09e+03,3.11,7.39e+03
1.1e+03,3.05,7.39e+03
1.1e+03,3.07,7.39e+03
1.1e+03,3.06,7.38e+03
1.1e+03,3.08,7.38e+03
1.1e+03,3.09,7.38e+03
1.1e+03,3.08,7.39e+03
1.1e+03,3.08,7.4e+03
1.1e+03,3.04,7.39e+03
1.1e+03,3.09,7.39e+03
1.1e+03,3.07,7.39e+03
1.1e+03,3.08,7.38e+03
1.11e+03,3.06,7.37e+03
1.11e+03,3.08,7.38e+03
1.11e+03,3.06,7.38e+03
1.11e+03,3.09,7.38e+03
1.11e+03,3.07,7.38e+03
1.11e+03,3.07,7.37e+03
1.11e+03,3.1,7.37e+03
1.11e+03,3.08,7.38e+03
1.11e+03,3.05,7.38e+03
1.12e+03,3.12,7.38e+03
1.12e+03,3.09,7.37e+03
1.12e+03,3.07,7.38e+03
1.12e+03,3.08,7.38e+03
1.12e+03,3.07,7.38e+03
1.12e+03,3.07,7.38e+03
1.12e+03,3.08,7.38e+03
1.12e+03,3.07,7.38e+03
1.12e+03,3.08,7.38e+03
1.12e+03,3.08,7.37e+03
1.12e+03,3.08,7.38e+03
1.13e+03,3.07,7.38e+03
1.13e+03,3.09,7.39e+03
1.13e+03,3.1,7.39e+03
1.13e+03,3.06,7.39e+03
1.13e+03,3.05,7.38e+03
1.13e+03,3.07,7.39e+03
1.13e+03,3.08,7.39e+03
1.13e+03,3.09,7.39e+03
1.13e+03,3.06,7.39e+03
1.14e+03,3.08,7.39e+03
1.14e+03,3.06,7.39e+03
1.14e+03,3.08,7.38e+03
1.14e+03,3.09,7.38e+03
1.14e+03,3.08,7.38e+03
1.14e+03,3.06,7.39e+03
1.14e+03,3.06,7.38e+03
1.14e+03,3.08,7.38e+03
1.14e+03,3.06,7.38e+03
1.14e+03,3.1,7.38e+03
1.14e+03,3.08,7.38e+03
1.15e+03,3.09,7.39e+03
1.15e+03,3.08,7.39e+03
1.15e+03,3.09,7.39e+03
1.15e+03,3.09,7.39e+03
1.15e+03,3.06,7.39e+03
1.15e+03,3.07,7.39e+03
1.15e+03,3.1,7.38e+03
1.15e+03,3.09,7.38e+03
1.15e+03,3.11,7.37e+03
1.16e+03,3.08,7.38e+03
1.16e+03,3.05,7.38e+03
1.16e+03,3.08,7.38e+03
1.16e+03,3.08,7.39e+03
1.16e+03,3.07,7.39e+03
1.16e+03,3.08,7.39e+03
1.16e+03,3.07,7.39e+03
1.16e+03,3.1,7.39e+03
1.16e+03,3.07,7.38e+03
1.16e+03,3.08,7.38e+03
1.16e+03,3.06,7.38e+03
1.17e+03,3.08,7.37e+03
1.17e+03,3.03,7.35e+03
1.17e+03,3.09,7.37e+03
1.17e+03,3.09,7.39e+03
1.17e+03,3.09,7.39e+03
1.17e+03,3.08,7.39e+03
1.17e+03,3.07,7.39e+03
1.17e+03,3.08,7.39e+03
1.17e+03,3.1,7.38e+03
1.18e+03,3.09,7.38e+03
1.18e+03,3.08,7.38e+03
1.18e+03,3.06,7.38e+03
1.18e+03,3.07,7.38e+03
1.18e+03,3.06,7.38e+03
1.18e+03,3.09,7.38e+03
1.18e+03,3.08,7.39e+03
1.18e+03,3.07,7.38e+03
1.18e+03,3.11,7.39e+03
1.18e+03,3.06,7.39e+03
1.18e+03,3.08,7.39e+03
1.19e+03,3.08,7.39e+03
1.19e+03,3.04,7.38e+03
1.19e+03,3.07,7.36e+03
1.19e+03,3.1,7.37e+03
1.19e+03,3.07,7.38e+03
1.19e+03,3.07,7.39e+03
1.19e+03,3.07,7.39e+03
1.19e+03,3.06,7.39e+03
1.19e+03,3.08,7.39e+03
1.2e+03,3.09,7.39e+03
1.2e+03,3.07,7.39e+03
1.2e+03,3.07,7.39e+03
1.2e+03,3.04,7.38e+03
1.2e+03,3.04,7.38e+03
1.2e+03,3.11,7.39e+03
1.2e+03,3.07,7.39e+03
1.2e+03,3.06,7.39e+03
1.2e+03,3.06,7.39e+03
1.2e+03,3.08,7.39e+03
1.2e+03,3.09,7.39e+03
1.21e+03,3.1,7.39e+03
1.21e+03,3.05,7.38e+03
1.21e+03,3.06,7.38e+03
1.21e+03,3.08,7.38e+03
1.21e+03,3.07,7.38e+03
1.21e+03,3.09,7.38e+03
1.21e+03,3.07,7.38e+03
1.21e+03,3.08,7.38e+03
1.21e+03,3.07,7.38e+03
1.22e+03,3.08,7.38e+03
1.22e+03,3.08,7.38e+03
1.22e+03,3.08,7.39e+03
1.22e+03,3.05,7.39e+03
1.22e+03,3.1,7.39e+03
1.22e+03,3.11,7.39e+03
1.22e+03,3.09,7.39e+03
1.22e+03,3.06,7.39e+03
1.22e+03,3.04,7.39e+03
1.22e+03,3.1,7.39e+03
1.22e+03,3.06,7.39e+03
1.23e+03,3.08,7.38e+03
1.23e+03,3.08,7.37e+03
1.23e+03,3.06,7.37e+03
1.23e+03,3.07,7.38e+03
1.23e+03,3.11,7.39e+03
1.23e+03,3.09,7.39e+03
1.23e+03,3.09,7.39e+03
1.23e+03,3.08,7.39e+03
1.23e+03,3.08,7.38e+03
1.24e+03,3.07,7.38e+03
1.24e+03,3.09,7.37e+03
1.24e+03,3.08,7.38e+03
1.24e+03,3.04,7.38e+03
1.24e+03,3.1,7.37e+03
1.24e+03,3.07,7.39e+03
1.24e+03,3.07,7.38e+03
1.24e+03,3.08,7.38e+03
1.24e+03,3.06,7.38e+03
1.24e+03,3.07,7.39e+03
1.24e+03,3.08,7.39e+03
1.25e+03,3.07,7.39e+03
1.25e+03,3.07,7.39e+03
1.25e+03,3.07,7.38e+03
1.25e+03,3.08,7.39e+03
1.25e+03,3.07,7.38e+03
1.25e+03,3.06,7.37e+03
1.25e+03,3.08,7.38e+03
1.25e+03,3.06,7.39e+03
1.25e+03,3.06,7.39e+03
1.26e+03,3.1,7.39e+03
1.26e+03,3.07,7.39e+03
1.26e+03,3.06,7.39e+03
1.26e+03,3.09,7.39e+03
1.26e+03,3.04,7.39e+03
1.26e+03,3.08,7.39e+03
1.26e+03,3.07,7.39e+03
1.26e+03,3.09,7.4e+03
1.26e+03,3.06,7.39e+03
1.26e+03,3.08,7.38e+03
1.26e+03,3.1,7.38e+03
1.27e+03,3.09,7.38e+03
1.27e+03,3.06,7.38e+03
1.27e+03,3.08,7.39e+03
1.27e+03,3.1,7.39e+03
1.27e+03,3.1,7.38e+03
1.27e+03,3.09,7.39e+03
1.27e+03,3.09,7.38e+03
1.27e+03,3.08,7.37e+03
1.27e+03,3.07,7.38e+03
1.28e+03,3.07,7.38e+03
1.28e+03,3.07,7.38e+03
1.28e+03,3.06,7.38e+03
1.28e+03,3.09,7.38e+03
1.28e+03,3.09,7.39e+03
1.28e+03,3.07,7.39e+03
1.28e+03,3.05,7.39e+03
1.28e+03,3.07,7.38e+03
1.28e+03,3.05,7.38e+03
1.28e+03,3.1,7.38e+03
1.28e+03,3.12,7.39e+03
1.29e+03,3.11,7.39e+03
1.29e+03,3.09,7.38e+03
1.29e+03,3.08,7.39e+03
1.29e+03,3.1,7.39e+03
1.29e+03,3.07,7.39e+03
1.29e+03,3.09,7.38e+03
1.29e+03,3.08,7.38e+03
1.29e+03,3.09,7.38e+03
1.29e+03,3.11,7.38e+03
1.3e+03,3.09,7.39e+03
1.3e+03,3.08,7.39e+03
1.3e+03,3.09,7.39e+03
1.3e+03,3.09,7.39e+03
1.3e+03,3.08,7.38e+03
1.3e+03,3.09,7.36e+03
1.3e+03,3.09,7.37e+03
1.3e+03,3.1,7.39e+03
1.3e+03,3.07,7.38e+03
1.3e+03,3.1,7.36e+03
1.3e+03,3.12,7.36e+03
1.31e+03,3.11,7.37e+03
1.31e+03,3.09,7.38e+03
1.31e+03,3.06,7.39e+03
1.31e+03,3.11,7.39e+03
1.31e+03,3.08,7.39e+03
1.31e+03,3.07,7.39e+03
1.31e+03,3.07,7.39e+03
1.31e+03,3.09,7.39e+03
1.31e+03,3.09,7.38e+03
1.32e+03,3.1,7.38e+03
1.32e+03,3.1,7.38e+03
1.32e+03,3.09,7.38e+03
1.32e+03,3.08,7.38e+03
1.32e+03,3.11,7.38e+03
1.32e+03,3.1,7.38e+03
1.32e+03,3.09,7.38e+03
1.32e+03,3.09,7.38e+03
1.32e+03,3.07,7.36e+03
1.32e+03,3.08,7.38e+03
1.32e+03,3.07,7.38e+03
1.33e+03,3.09,7.38e+03
1.33e+03,3.1,7.37e+03
1.33e+03,3.08,7.36e+03
1.33e+03,3.11,7.38e+03
1.33e+03,3.09,7.38e+03
1.33e+03,3.08,7.36e+03
1.33e+03,3.09,7.38e+03
1.33e+03,3.08,7.39e+03
1.33e+03,3.1,7.39e+03
1.34e+03,3.08,7.38e+03
1.34e+03,3.09,7.39e+03
1.34e+03,3.09,7.39e+03
1.34e+03,3.03,7.39e+03
1.34e+03,3.1,7.37e+03
1.34e+03,3.07,7.37e+03
1.34e+03,3.08,7.39e+03
1.34e+03,3.06,7.39e+03
1.34e+03,3.1,7.39e+03
1.34e+03,3.09,7.38e+03
1.34e+03,3.1,7.39e+03
1.35e+03,3.11,7.39e+03
1.35e+03,3.11,7.39e+03
1.35e+03,3.11,7.39e+03
1.35e+03,3.09,7.39e+03
1.35e+03,3.09,7.39e+03
1.35e+03,3.07,7.38e+03
1.35e+03,3.09,7.38e+03
1.35e+03,3.08,7.38e+03
1.35e+03,3.09,7.38e+03
1.36e+03,3.13,7.37e+03
1.36e+03,3.07,7.37e+03
1.36e+03,3.08,7.38e+03
1.36e+03,3.11,7.39e+03
1.36e+03,3.12,7.39e+03
1.36e+03,3.08,7.38e+03
1.36e+03,3.07,7.39e+03
1.36e+03,3.1,7.39e+03
1.36e+03,3.05,7.39e+03
1.36e+03,3.07,7.39e+03
1.36e+03,3.1,7.38e+03
1.37e+03,3.06,7.38e+03
1.37e+03,3.06,7.39e+03
1.37e+03,3.06,7.39e+03
1.37e+03,3.1,7.39e+03
1.37e+03,3.1,7.39e+03
1.37e+03,3.07,7.39e+03
1.37e+03,3.08,7.39e+03
1.37e+03,3.07,7.39e+03
1.37e+03,3.09,7.37e+03
1.38e+03,3.07,7.37e+03
1.38e+03,3.1,7.39e+03
1.38e+03,3.08,7.38e+03
1.38e+03,3.07,7.39e+03
1.38e+03,3.09,7.39e+03
1.38e+03,3.09,7.39e+03
1.38e+03,3.07,7.39e+03
1.38e+03,3.06,7.38e+03
1.38e+03,3.12,7.39e+03
1.38e+03,3.09,7.39e+03
1.38e+03,3.11,7.39e+03
1.39e+03,3.1,7.39e+03
1.39e+03,3.1,7.37e+03
1.39e+03,3.08,7.37e+03
1.39e+03,3.08,7.37e+03
1.39e+03,3.11,7.38e+03
1.39e+03,3.1,7.39e+03
1.39e+03,3.09,7.39e+03
1.39e+03,3.08,7.39e+03
1.39e+03,3.06,7.38e+03
1.4e+03,3.11,7.37e+03
1.4e+03,3.1,7.37e+03
1.4e+03,3.07,7.38e+03
1.4e+03,3.08,7.38e+03
1.4e+03,3.08,7.36e+03
1.4e+03,3.1,7.37e+03
1.4e+03,3.1,7.39e+03
1.4e+03,3.06,7.39e+03
1.4e+03,3.1,7.39e+03
1.4e+03,3.11,7.39e+03
1.4e+03,3.1,7.39e+03
1.41e+03,3.08,7.39e+03
1.41e+03,3.08,7.39e+03
1.41e+03,3.07,7.39e+03
1.41e+03,3.09,7.39e+03
1.41e+03,3.1,7.39e+03
1.41e+03,3.1,7.38e+03
1.41e+03,3.08,7.39e+03
1.41e+03,3.1,7.38e+03
1.41e+03,3.11,7.38e+03
1.42e+03,3.11,7.38e+03
1.42e+03,3.06,7.37e+03
1.42e+03,3.05,7.36e+03
1.42e+03,3.07,7.37e+03
1.42e+03,3.1,7.38e+03
1.42e+03,3.09,7.39e+03
1.42e+03,3.09,7.39e+03
1.42e+03,3.08,7.39e+03
1.42e+03,3.09,7.39e+03
1.42e+03,3.1,7.39e+03
1.42e+03,3.11,7.39e+03
1.43e+03,3.1,7.39e+03
1.43e+03,3.07,7.39e+03
1.43e+03,3.08,7.38e+03
1.43e+03,3.07,7.38e+03
1.43e+03,3.09,7.38e+03
1.43e+03,3.09,7.38e+03
1.43e+03,3.11,7.39e+03
1.43e+03,3.07,7.38e+03
1.43e+03,3.08,7.38e+03
1.44e+03,3.11,7.38e+03
1.44e+03,3.1,7.39e+03
1.44e+03,3.05,7.38e+03
1.44e+03,3.06,7.38e+03
1.44e+03,3.07,7.38e+03
1.44e+03,3.1,7.38e+03
1.44e+03,3.03,7.39e+03
1.44e+03,2.93,7.37e+03
1.44e+03,2.92,7.36e+03
1.44e+03,2.94,7.36e+03
1.44e+03,2.9,7.35e+03
1.45e+03,2.9,7.35e+03
1.45e+03,2.91,7.35e+03
1.45e+03,2.92,7.36e+03
1.45e+03,2.96,7.35e+03
1.45e+03,2.91,7.35e+03
1.45e+03,2.92,7.35e+03
1.45e+03,2.92,7.35e+03
1.45e+03,2.93,7.35e+03
1.45e+03,2.94,7.35e+03
1.46e+03,2.94,7.36e+03
1.46e+03,2.91,7.36e+03
1.46e+03,2.91,7.36e+03
1.46e+03,2.92,7.36e+03
1.46e+03,2.92,7.35e+03
1.46e+03,2.95,7.35e+03
1.46e+03,2.93,7.35e+03
1.46e+03,2.92,7.35e+03
1.46e+03,2.91,7.35e+03
1.46e+03,2.92,7.35e+03
1.46e+03,2.93,7.35e+03
1.47e+03,2.93,7.35e+03
1.47e+03,2.93,7.36e+03
1.47e+03,2.91,7.35e+03
1.47e+03,2.95,7.35e+03
1.47e+03,2.93,7.35e+03
1.47e+03,2.91,7.35e+03
1.47e+03,2.89,7.35e+03
1.47e+03,2.91,7.35e+03
1.47e+03,2.91,7.35e+03
1.48e+03,2.93,7.35e+03
1.48e+03,2.93,7.33e+03
1.48e+03,2.91,7.32e+03
1.48e+03,2.97,7.33e+03
1.48e+03,2.91,7.33e+03
1.48e+03,2.91,7.33e+03
1.48e+03,2.92,7.32e+03
1.48e+03,2.91,7.32e+03
1.48e+03,2.93,7.33e+03
1.48e+03,2.9,7.34e+03
1.48e+03,2.94,7.34e+03
1.49e+03,2.94,7.35e+03
1.49e+03,2.91,7.35e+03
1.49e+03,2.9,7.36e+03
1.49e+03,2.92,7.36e+03
1.49e+03,2.92,7.36e+03
1.49e+03,2.94,7.36e+03
1.49e+03,2.91,7.36e+03
1.49e+03,2.93,7.35e+03
1.49e+03,2.93,7.36e+03
1.5e+03,2.95,7.36e+03
1.5e+03,2.91,7.36e+03
1.5e+03,2.9,7.36e+03
1.5e+03,2.88,7.35e+03
1.5e+03,2.93,7.34e+03
1.5e+03,2.95,7.35e+03
1.5e+03,2.91,7.34e+03
1.5e+03,2.91,7.33e+03
1.5e+03,2.9,7.34e+03
1.5e+03,2.91,7.33e+03
1.5e+03,2.93,7.34e+03
1.51e+03,2.91,7.34e+03
1.51e+03,2.91,7.34e+03
1.51e+03,2.91,7.33e+03
1.51e+03,2.89,7.34e+03
1.51e+03,2.94,7.34e+03
1.51e+03,2.93,7.34e+03
1.51e+03,2.93,7.33e+03
1.51e+03,2.91,7.34e+03
1.51e+03,2.93,7.35e+03
1.52e+03,2.93,7.35e+03
1.52e+03,2.89,7.34e+03
1.52e+03,2.92,7.34e+03
1.52e+03,2.91,7.34e+03
1.52e+03,2.93,7.34e+03
1.52e+03,2.91,7.34e+03
1.52e+03,2.91,7.35e+03
1.52e+03,2.92,7.35e+03
1.52e+03,2.91,7.36e+03
1.52e+03,2.92,7.36e+03
1.52e+03,2.91,7.36e+03
1.53e+03,2.92,7.36e+03
1.53e+03,2.88,7.35e+03
1.53e+03,2.9,7.35e+03
1.53e+03,2.93,7.35e+03
1.53e+03,2.89,7.36e+03
1.53e+03,2.89,7.36e+03
1.53e+03,2.91,7.35e+03
1.53e+03,2.92,7.35e+03
1.53e+03,2.93,7.33e+03
1.54e+03,2.92,7.33e+03
1.54e+03,2.92,7.33e+03
1.54e+03,2.92,7.33e+03
1.54e+03,2.91,7.35e+03
1.54e+03,2.92,7.35e+03
1.54e+03,2.92,7.35e+03
1.54e+03,2.92,7.35e+03
1.54e+03,2.9,7.36e+03
1.54e+03,2.92,7.35e+03
1.54e+03,2.91,7.34e+03
1.54e+03,2.97,7.34e+03
1.55e+03,2.93,7.35e+03
1.55e+03,2.91,7.36e+03
1.55e+03,2.91,7.36e+03
1.55e+03,2.9,7.35e+03
1.55e+03,2.91,7.35e+03
1.55e+03,2.88,7.35e+03
1.55e+03,2.9,7.34e+03
1.55e+03,2.9,7.34e+03
1.55e+03,2.93,7.34e+03
1.56e+03,2.91,7.34e+03
1.56e+03,2.92,7.34e+03
1.56e+03,2.9,7.34e+03
1.56e+03,2.93,7.35e+03
1.56e+03,2.93,7.36e+03
1.56e+03,2.91,7.36e+03
1.56e+03,2.95,7.36e+03
1.56e+03,2.91,7.36e+03
1.56e+03,2.92,7.36e+03
1.56e+03,2.9,7.36e+03
1.56e+03,2.93,7.36e+03
1.57e+03,2.91,7.36e+03
1.57e+03,2.9,7.35e+03
1.57e+03,2.92,7.35e+03
1.57e+03,2.92,7.35e+03
1.57e+03,2.94,7.35e+03
1.57e+03,2.92,7.35e+03
1.57e+03,2.91,7.35e+03
1.57e+03,2.91,7.34e+03
1.57e+03,2.9,7.34e+03
1.58e+03,2.94,7.34e+03
1.58e+03,2.94,7.35e+03
1.58e+03,2.92,7.35e+03
1.58e+03,2.89,7.35e+03
1.58e+03,2.9,7.35e+03
1.58e+03,2.92,7.35e+03
1.58e+03,2.89,7.35e+03
1.58e+03,2.89,7.34e+03
1.58e+03,2.91,7.33e+03
1.58e+03,2.91,7.34e+03
1.58e+03,2.91,7.34e+03
1.59e+03,2.9,7.34e+03
1.59e+03,2.9,7.35e+03
1.59e+03,2.9,7.34e+03
1.59e+03,2.92,7.34e+03
1.59e+03,2.92,7.35e+03
1.59e+03,2.92,7.35e+03
1.59e+03,2.92,7.34e+03
1.59e+03,2.91,7.35e+03
1.59e+03,2.89,7.34e+03
1.6e+03,2.92,7.34e+03
1.6e+03,2.91,7.34e+03
1.6e+03,2.91,7.34e+03
1.6e+03,2.91,7.35e+03
1.6e+03,2.92,7.35e+03
1.6e+03,2.91,7.34e+03
1.6e+03,2.94,7.34e+03
1.6e+03,2.93,7.35e+03
1.6e+03,2.9,7.35e+03
1.6e+03,2.93,7.35e+03
1.6e+03,2.91,7.35e+03
1.61e+03,2.92,7.34e+03
1.61e+03,2.9,7.33e+03
1.61e+03,2.91,7.32e+03
1.61e+03,2.93,7.3e+03
1.61e+03,2.89,7.3e+03
1.61e+03,2.89,7.32e+03
1.61e+03,2.93,7.32e+03
1.61e+03,2.92,7.31e+03
1.61e+03,2.92,7.32e+03
1.62e+03,2.9,7.32e+03
1.62e+03,2.9,7.32e+03
1.62e+03,2.91,7.33e+03
1.62e+03,2.88,7.35e+03
1.62e+03,2.88,7.35e+03
1.62e+03,2.91,7.36e+03
1.62e+03,2.92,7.35e+03
1.62e+03,2.93,7.35e+03
1.62e+03,2.93,7.35e+03
1.62e+03,2.91,7.35e+03
1.62e+03,2.91,7.35e+03
1.63e+03,2.93,7.35e+03
1.63e+03,2.9,7.35e+03
1.63e+03,2.91,7.35e+03
1.63e+03,2.91,7.35e+03
1.63e+03,2.91,7.36e+03
1.63e+03,2.91,7.36e+03
1.63e+03,2.9,7.36e+03
1.63e+03,2.91,7.34e+03
1.63e+03,2.94,7.33e+03
1.64e+03,2.9,7.33e+03
1.64e+03,2.93,7.32e+03
1.64e+03,2.91,7.33e+03
1.64e+03,2.9,7.33e+03
1.64e+03,2.91,7.33e+03
1.64e+03,2.9,7.33e+03
1.64e+03,2.93,7.33e+03
1.64e+03,2.91,7.32e+03
1.64e+03,2.9,7.32e+03
1.64e+03,2.93,7.33e+03
1.64e+03,2.92,7.32e+03
1.65e+03,2.91,7.31e+03
1.65e+03,2.9,7.31e+03
1.65e+03,2.91,7.32e+03
1.65e+03,2.94,7.31e+03
1.65e+03,2.9,7.33e+03
1.65e+03,2.91,7.33e+03
1.65e+03,2.9,7.32e+03
1.65e+03,2.9,7.33e+03
1.65e+03,2.91,7.34e+03
1.66e+03,2.91,7.35e+03
1.66e+03,2.92,7.36e+03
1.66e+03,2.91,7.36e+03
1.66e+03,2.92,7.36e+03
1.66e+03,2.9,7.35e+03
1.66e+03,2.92,7.36e+03
1.66e+03,2.91,7.35e+03
1.66e+03,2.93,7.34e+03
1.66e+03,2.89,7.35e+03
1.66e+03,2.92,7.35e+03
1.66e+03,2.92,7.35e+03
1.67e+03,2.91,7.36e+03
1.67e+03,2.9,7.36e+03
1.67e+03,2.92,7.36e+03
1.67e+03,2.9,7.35e+03
1.67e+03,2.91,7.35e+03
1.67e+03,2.91,7.34e+03
1.67e+03,2.92,7.35e+03
1.67e+03,2.9,7.35e+03
1.67e+03,2.93,7.33e+03
1.68e+03,2.93,7.34e+03
1.68e+03,2.9,7.34e+03
1.68e+03,2.9,7.34e+03
1.68e+03,2.89,7.32e+03
1.68e+03,2.91,7.32e+03
1.68e+03,2.9,7.33e+03
1.68e+03,2.92,7.33e+03
1.68e+03,2.9,7.34e+03
1.68e+03,2.93,7.33e+03
1.68e+03,2.9,7.34e+03
1.68e+03,2.9,7.35e+03
1.69e+03,2.92,7.35e+03
1.69e+03,2.93,7.34e+03
1.69e+03,2.9,7.34e+03
1.69e+03,2.91,7.34e+03
1.69e+03,2.91,7.33e+03
1.69e+03,2.93,7.33e+03
1.69e+03,2.92,7.35e+03
1.69e+03,2.9,7.36e+03
1.69e+03,2.94,7.36e+03
1.7e+03,2.93,7.36e+03
1.7e+03,2.93,7.36e+03
1.7e+03,2.88,7.36e+03
1.7e+03,2.92,7.36e+03
1.7e+03,2.91,7.35e+03
1.7e+03,2.92,7.35e+03
1.7e+03,2.92,7.36e+03
1.7e+03,2.89,7.36e+03
1.7e+03,2.91,7.36e+03
1.7e+03,2.91,7.36e+03
1.7e+03,2.89,7.35e+03
1.71e+03,2.92,7.33e+03
1.71e+03,2.92,7.32e+03
1.71e+03,2.91,7.3e+03
1.71e+03,2.92,7.32e+03
1.71e+03,2.91,7.32e+03
1.71e+03,2.9,7.31e+03
1.71e+03,2.92,7.32e+03
1.71e+03,2.91,7.32e+03
1.71e+03,2.9,7.32e+03
1.72e+03,2.93,7.33e+03
1.72e+03,2.93,7.34e+03
1.72e+03,2.89,7.34e+03
1.72e+03,2.92,7.35e+03
1.72e+03,2.9,7.36e+03
1.72e+03,2.93,7.35e+03
1.72e+03,2.89,7.36e+03
1.72e+03,2.93,7.36e+03
1.72e+03,2.92,7.35e+03
1.72e+03,2.92,7.35e+03
1.72e+03,2.91,7.36e+03
1.73e+03,2.91,7.36e+03
1.73e+03,2.9,7.36e+03
1.73e+03,2.91,7.33e+03
1.73e+03,2.91,7.33e+03
1.73e+03,2.92,7.34e+03
1.73e+03,2.91,7.34e+03
1.73e+03,2.91,7.34e+03
1.73e+03,2.92,7.33e+03
1.73e+03,2.93,7.33e+03
1.74e+03,2.89,7.33e+03
1.74e+03,2.9,7.34e+03
1.74e+03,2.92,7.34e+03
1.74e+03,2.94,7.34e+03
1.74e+03,2.92,7.34e+03
1.74e+03,2.94,7.35e+03
1.74e+03,2.91,7.36e+03
1.74e+03,2.91,7.36e+03
1.74e+03,2.91,7.35e+03
1.74e+03,2.92,7.35e+03
1.74e+03,2.91,7.35e+03
1.75e+03,2.92,7.36e+03
1.75e+03,2.93,7.35e+03
1.75e+03,2.88,7.35e+03
1.75e+03,2.93,7.36e+03
1.75e+03,2.94,7.36e+03
1.75e+03,2.91,7.36e+03
1.75e+03,2.91,7.36e+03
1.75e+03,2.93,7.36e+03
1.75e+03,2.93,7.36e+03
1.76e+03,2.92,7.35e+03
1.76e+03,2.89,7.35e+03
1.76e+03,2.92,7.35e+03
1.76e+03,2.92,7.36e+03
1.76e+03,2.92,7.36e+03
1.76e+03,2.93,7.35e+03
1.76e+03,2.89,7.35e+03
1.76e+03,2.89,7.33e+03
1.76e+03,2.92,7.35e+03
1.76e+03,2.9,7.34e+03
1.76e+03,2.92,7.34e+03
1.77e+03,2.91,7.35e+03
1.77e+03,2.92,7.35e+03
1.77e+03,2.91,7.35e+03
1.77e+03,2.93,7.36e+03
1.77e+03,2.9,7.37e+03
1.77e+03,2.92,7.36e+03
1.77e+03,2.9,7.34e+03
1.77e+03,2.9,7.34e+03
1.77e+03,2.93,7.33e+03
1.78e+03,2.92,7.33e+03
1.78e+03,2.92,7.32e+03
1.78e+03,2.9,7.32e+03
1.78e+03,2.91,7.33e+03
1.78e+03,2.91,7.32e+03
1.78e+03,2.92,7.33e+03
1.78e+03,2.91,7.34e+03
1.78e+03,2.9,7.34e+03
1.78e+03,2.91,7.35e+03
1.78e+03,2.9,7.35e+03
1.78e+03,2.91,7.35e+03
1.79e+03,2.93,7.36e+03
1.79e+03,2.9,7.36e+03
1.79e+03,2.92,7.36e+03
1.79e+03,2.91,7.36e+03
1.79e+03,2.92,7.36e+03
1.79e+03,2.92,7.36e+03
1.79e+03,2.9,7.36e+03
1.79e+03,2.92,7.36e+03
1.79e+03,2.9,7.35e+03
1.8e+03,2.89,7.35e+03
1.8e+03,2.94,7.35e+03
1.8e+03,2.92,7.34e+03
1.8e+03,2.91,7.34e+03
1.8e+03,2.93,7.35e+03
1.8e+03,2.92,7.35e+03
1.8e+03,2.76,7.34e+03
1.8e+03,2.76,7.33e+03
1.8e+03,2.75,7.33e+03
1.8e+03,2.76,7.34e+03
1.8e+03,2.75,7.34e+03
1.81e+03,2.76,7.34e+03
1.81e+03,2.76,7.34e+03
1.81e+03,2.75,7.35e+03
1.81e+03,2.75,7.34e+03
1.81e+03,2.76,7.35e+03
1.81e+03,2.76,7.36e+03
1.81e+03,2.75,7.36e+03
1.81e+03,2.75,7.35e+03
1.81e+03,2.76,7.36e+03
1.82e+03,2.75,7.35e+03
1.82e+03,2.76,7.36e+03
1.82e+03,2.76,7.36e+03
1.82e+03,2.76,7.36e+03
1.82e+03,2.76,7.35e+03
1.82e+03,2.75,7.34e+03
1.82e+03,2.75,7.32e+03
1.82e+03,2.75,7.32e+03
1.82e+03,2.75,7.31e+03
1.82e+03,2.75,7.31e+03
1.82e+03,2.75,7.29e+03
1.83e+03,2.75,7.28e+03
1.83e+03,2.75,7.28e+03
1.83e+03,2.75,7.31e+03
1.83e+03,2.74,7.29e+03
1.83e+03,2.75,7.28e+03
1.83e+03,2.75,7.29e+03
